election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,4,NY,22049,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    49th,360,3,2,0,5,0,0,2,Democratic,Barack Obama / Joe Biden,305,Republican,John McCain / Sarah Palin,51,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,22050,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    50th,464,9,5,0,0,0,0,1,Democratic,Barack Obama / Joe Biden,352,Republican,John McCain / Sarah Palin,101,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,22051,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    51st,188,4,0,0,3,0,0,1,Democratic,Barack Obama / Joe Biden,145,Republican,John McCain / Sarah Palin,42,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,1,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22052,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    52nd,393,6,2,0,6,0,0,6,Democratic,Barack Obama / Joe Biden,283,Republican,John McCain / Sarah Palin,101,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22053,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    53rd,411,9,2,0,6,0,0,11,Democratic,Barack Obama / Joe Biden,284,Republican,John McCain / Sarah Palin,115,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,22054,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    54th,447,4,1,0,10,0,0,7,Democratic,Barack Obama / Joe Biden,296,Republican,John McCain / Sarah Palin,132,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,2,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,22055,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    55th,451,17,4,0,10,0,0,20,Democratic,Barack Obama / Joe Biden,281,Republican,John McCain / Sarah Palin,166,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,22056,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    56th,475,13,1,0,14,0,0,6,Democratic,Barack Obama / Joe Biden,295,Republican,John McCain / Sarah Palin,173,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,22057,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    57th,418,10,4,0,18,0,0,4,Democratic,Barack Obama / Joe Biden,278,Republican,John McCain / Sarah Palin,150,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,22058,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    58th,389,8,2,0,11,0,0,4,Democratic,Barack Obama / Joe Biden,274,Republican,John McCain / Sarah Palin,109,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,22059,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    59th,185,4,0,12,5,0,0,2,Democratic,Barack Obama / Joe Biden,122,Republican,John McCain / Sarah Palin,69,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,22060,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    60th,348,14,2,0,7,0,0,3,Democratic,Barack Obama / Joe Biden,265,Republican,John McCain / Sarah Palin,89,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22061,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    61st,129,2,1,0,4,0,0,3,Democratic,Barack Obama / Joe Biden,82,Republican,John McCain / Sarah Palin,43,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22062,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    62nd,275,6,3,0,13,0,0,5,Democratic,Barack Obama / Joe Biden,185,Republican,John McCain / Sarah Palin,88,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22063,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    63rd,21,0,0,0,2,0,0,1,Democratic,Barack Obama / Joe Biden,9,Republican,John McCain / Sarah Palin,12,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,22064,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    64th,16,1,0,0,1,0,0,0,Democratic,Barack Obama / Joe Biden,13,Republican,John McCain / Sarah Palin,5,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,22065,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    65th,212,3,0,0,1,0,0,10,Democratic,Barack Obama / Joe Biden,128,Republican,John McCain / Sarah Palin,68,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,22067,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    67th,113,7,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,83,Republican,John McCain / Sarah Palin,29,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,23001,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     1st,281,3,0,0,23,0,0,2,Democratic,Barack Obama / Joe Biden,223,Republican,John McCain / Sarah Palin,65,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,23002,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     2nd,503,6,0,0,30,0,0,4,Democratic,Barack Obama / Joe Biden,429,Republican,John McCain / Sarah Palin,90,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,23003,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     3rd,477,4,1,0,37,0,0,5,Democratic,Barack Obama / Joe Biden,446,Republican,John McCain / Sarah Palin,55,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23004,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     4th,485,5,1,0,22,0,1,7,Democratic,Barack Obama / Joe Biden,361,Republican,John McCain / Sarah Palin,124,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,23005,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     5th,460,5,1,0,32,0,0,6,Democratic,Barack Obama / Joe Biden,367,Republican,John McCain / Sarah Palin,106,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23006,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     6th,461,8,2,0,23,0,0,4,Democratic,Barack Obama / Joe Biden,312,Republican,John McCain / Sarah Palin,151,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23007,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     7th,552,8,1,0,30,0,0,5,Democratic,Barack Obama / Joe Biden,478,Republican,John McCain / Sarah Palin,91,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,23008,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     8th,501,6,1,0,24,0,0,9,Democratic,Barack Obama / Joe Biden,412,Republican,John McCain / Sarah Palin,90,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23009,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     9th,515,4,2,0,21,0,0,6,Democratic,Barack Obama / Joe Biden,370,Republican,John McCain / Sarah Palin,143,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,23010,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    10th,551,9,0,0,26,0,0,10,Democratic,Barack Obama / Joe Biden,402,Republican,John McCain / Sarah Palin,144,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23011,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    11th,546,6,0,0,26,0,0,8,Democratic,Barack Obama / Joe Biden,378,Republican,John McCain / Sarah Palin,164,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23012,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    12th,509,5,4,0,14,0,0,6,Democratic,Barack Obama / Joe Biden,321,Republican,John McCain / Sarah Palin,164,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,23013,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    13th,499,14,2,1,15,0,0,2,Democratic,Barack Obama / Joe Biden,334,Republican,John McCain / Sarah Palin,157,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,15,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23014,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    14th,305,3,3,0,10,0,1,2,Democratic,Barack Obama / Joe Biden,195,Republican,John McCain / Sarah Palin,96,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,23015,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    15th,326,4,0,1,0,0,0,4,Democratic,Barack Obama / Joe Biden,200,Republican,John McCain / Sarah Palin,107,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23016,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    16th,466,5,4,0,15,0,0,2,Democratic,Barack Obama / Joe Biden,236,Republican,John McCain / Sarah Palin,211,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,15,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,23017,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    17th,441,14,0,0,14,0,0,3,Democratic,Barack Obama / Joe Biden,265,Republican,John McCain / Sarah Palin,173,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,23018,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    18th,481,6,0,0,12,0,1,6,Democratic,Barack Obama / Joe Biden,317,Republican,John McCain / Sarah Palin,140,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,23019,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    19th,62,0,0,0,1,0,0,0,Democratic,Barack Obama / Joe Biden,44,Republican,John McCain / Sarah Palin,13,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
